Angle (deg),Segment Distance (Pixels)
180.0,14.0
180.0,10.0
180.0,10.0
180.0,7.0
180.0,17.0
180.0,15.0
180.0,19.0
180.0,8.0
180.0,20.0
180.0,29.0
180.0,57.0
180.0,17.0
180.0,69.0
180.0,38.0
180.0,83.0
180.0,83.0
180.0,36.0
180.0,52.0
180.0,24.0
180.0,13.0
180.0,14.0
180.0,16.0
180.0,13.0
180.0,18.0
180.0,11.0
180.0,16.0
180.0,13.0
180.0,7.0
180.0,10.0
180.0,26.0
180.0,35.0
180.0,11.0
180.0,13.0
180.0,12.0
180.0,11.0
180.0,16.0
180.0,13.0
180.0,14.0
180.0,75.0
180.0,32.0
180.0,31.0
180.0,151.0
180.0,8.0
180.0,29.0
180.0,125.0
180.0,24.0
180.0,48.0
180.0,53.0
180.0,118.0
180.0,14.0
180.0,43.0
180.0,14.0
180.0,15.0
180.0,19.0
180.0,19.0
180.0,43.0
180.0,18.0
180.0,20.0
180.0,10.0
180.0,15.0
180.0,17.0
180.0,35.0
180.0,76.0
180.0,38.0
180.0,59.0
180.0,28.0
180.0,11.0
180.0,11.0
180.0,8.0
180.0,14.0
180.0,74.0
180.0,77.0
180.0,5.0
180.0,8.0
180.0,13.0
180.0,53.0
180.0,98.0
180.0,23.0
180.0,30.0
180.0,8.0
180.0,26.0
180.0,8.0
180.0,9.0
180.0,7.0
180.0,44.0
180.0,45.0
180.0,12.0
180.0,12.0
180.0,16.0
180.0,21.0
180.0,9.0
180.0,106.0
180.0,36.0
180.0,4.0
180.0,14.0
180.0,81.0
180.0,42.0
180.0,85.0
180.0,50.0
180.0,40.0
180.0,19.0
180.0,15.0
180.0,16.0
180.0,10.0
180.0,38.0
180.0,20.0
180.0,11.0
180.0,16.0
180.0,18.0
180.0,8.0
180.0,7.0
180.0,18.0
180.0,24.0
180.0,14.0
180.0,31.0
180.0,23.0
180.0,19.0
180.0,59.0
180.0,37.0
180.0,97.0
180.0,44.0
180.0,35.0
180.0,37.0
180.0,78.0
180.0,34.0
180.0,36.0
180.0,73.0
180.0,7.0
180.0,91.0
180.0,35.0
180.0,47.0
180.0,13.0
180.0,15.0
180.0,46.0
180.0,23.0
180.0,23.0
180.0,127.0
180.0,193.0
180.0,34.0
180.0,27.0
180.0,9.0
180.0,9.0
180.0,25.0
180.0,30.0
180.0,51.0
180.0,29.0
180.0,26.0
180.0,9.0
180.0,66.0
180.0,19.0
180.0,12.0
180.0,15.0
180.0,35.0
180.0,16.0
180.0,32.0
180.0,53.0
180.0,64.0
180.0,45.0
180.0,30.0
180.0,10.0
180.0,33.0
180.0,27.0
180.0,26.0
180.0,113.0
180.0,50.0
180.0,51.0
180.0,20.0
180.0,40.0
180.0,23.0
180.0,11.0
180.0,18.0
180.0,14.0
180.0,20.0
180.0,30.0
180.0,8.0
180.0,12.0
180.0,33.0
180.0,19.0
180.0,41.0
180.0,5.0
180.0,20.0
180.0,44.0
180.0,52.0
180.0,11.0
180.0,13.0
180.0,20.0
180.0,43.0
180.0,43.0
180.0,20.0
180.0,23.0
180.0,64.0
180.0,12.0
180.0,11.0
180.0,70.0
180.0,22.0
